Animal_Species,Age_Months,Sex,Herd_Size,Vaccinated_FMD,Vaccinated_HS,Vaccinated_LSD,Vaccinated_BQ,Days_Since_Last_Vaccination,Recent_Treatment,Latitude,Longitude,Dist_Nearest_Outbreak_km,Dist_Waterbody_km,Temperature_C,Humidity_Percent,Rainfall_mm,Season,District_Outbreaks_30d,Symptom_Onset_Days,Sick_Animal_Count,Mortality_Count,Fever,Salivation,Blisters_Mouth_Teats,Lameness,Skin_Nodules,Udder_Swelling,Respiratory_Distress,Abnormal_Milk,Diarrhea,Bleeding_Orifices,Target_Disease,Triage_Risk_Level,Escalation_Required
Buffalo,72,Male,5,1,1,1,0,167,Supportive Care,16.8198,77.9898,27.7,6.1,36.1,68.1,27.7,Winter,3,1,3,0,0,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,24,Female,6,1,1,1,0,96,Supportive Care,20.3612,75.3491,56.2,2.0,33.2,42.5,7.3,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,12,Female,8,0,0,0,1,50,Antibiotics,18.8447,76.0689,16.7,2.6,26.6,71.1,74.5,Monsoon,3,2,3,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,13,Female,1,0,1,0,1,133,Antibiotics,16.7281,80.6619,16.3,1.0,33.2,89.6,19.5,Post-Monsoon,1,5,1,0,1,0,0,0,1,0,0,0,0,1,Lumpy_Skin_Disease,Moderate,0
Cow,29,Female,12,1,1,1,1,291,Supportive Care,23.3878,81.9426,12.0,6.1,37.1,62.0,14.0,Winter,2,2,2,0,1,1,0,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,91,Female,15,0,0,1,1,340,Untreated,15.8279,75.1255,0.8,6.7,18.5,66.4,7.2,Winter,2,2,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,38,Female,2,1,0,1,1,314,Dewormed,16.3702,83.0662,33.7,10.5,22.2,79.8,27.6,Winter,3,5,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,11,Female,20,0,0,0,1,356,Dewormed,20.3969,78.0663,39.4,3.0,26.3,78.3,76.5,Monsoon,4,2,1,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,42,Female,4,1,1,1,0,201,Dewormed,15.949,81.9283,74.0,3.6,29.8,58.2,5.2,Monsoon,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,37,Female,17,1,1,0,1,361,Antibiotics,18.0518,82.8264,17.2,12.4,30.2,76.7,12.2,Monsoon,0,1,2,0,1,0,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,32,Female,3,1,1,1,1,209,Antibiotics,19.2417,73.2491,78.5,0.7,14.4,67.1,6.3,Summer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,90,Female,2,1,1,1,1,96,Dewormed,25.3537,81.8736,68.1,2.4,16.1,58.7,1.7,Post-Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,53,Male,4,1,0,1,1,289,Dewormed,23.2634,77.2715,7.9,9.0,30.5,88.6,34.9,Winter,2,3,1,0,1,0,0,0,0,0,0,1,0,0,Mastitis,Moderate,0
Cow,40,Female,28,1,1,0,1,144,Dewormed,18.8737,74.0771,92.0,0.2,34.6,62.4,10.7,Post-Monsoon,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,111,Male,34,1,1,1,1,97,Supportive Care,21.336,81.297,13.5,9.4,27.6,94.5,36.0,Post-Monsoon,4,6,1,0,0,0,1,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,88,Female,19,1,1,0,1,180,Dewormed,24.2966,84.4856,21.6,7.2,17.7,88.5,24.1,Post-Monsoon,4,2,4,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,6,Male,38,1,1,1,1,264,Antibiotics,22.2215,80.007,10.7,12.8,27.8,69.3,8.5,Post-Monsoon,1,2,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,100,Female,8,0,1,1,1,175,Untreated,17.1613,77.5568,31.1,14.6,22.4,49.1,7.8,Post-Monsoon,5,4,3,0,0,1,0,1,0,0,0,0,0,0,FMD,High,1
Buffalo,61,Female,2,0,1,1,0,146,Supportive Care,21.3052,74.0248,48.6,7.8,21.5,71.4,11.6,Summer,3,4,1,0,0,0,1,1,0,1,0,0,0,1,FMD,Moderate,0
Buffalo,101,Male,3,0,0,0,1,312,Untreated,27.5616,84.6409,43.3,9.1,23.9,89.2,39.3,Monsoon,4,1,2,0,1,0,1,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,42,Female,2,0,1,1,1,63,Supportive Care,26.6902,80.4821,7.0,4.7,29.6,91.1,52.8,Monsoon,4,5,1,2,1,0,0,0,0,0,0,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,60,Male,10,1,0,0,1,219,Supportive Care,24.7685,84.296,34.0,5.5,24.9,61.9,3.8,Monsoon,4,1,4,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,96,Female,4,1,0,1,0,244,Untreated,27.016,75.7646,36.0,5.6,16.0,48.3,4.6,Post-Monsoon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,71,Female,2,0,1,0,1,42,Untreated,27.5672,81.366,4.6,13.0,31.6,51.0,1.2,Winter,1,3,1,0,1,0,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,106,Male,18,1,1,0,0,187,Antibiotics,15.6523,74.1603,36.2,4.3,19.9,35.4,7.5,Monsoon,1,5,4,0,1,1,1,0,0,0,0,0,0,0,FMD,High,1
Buffalo,21,Female,28,0,1,1,1,193,Supportive Care,22.6392,82.8471,19.9,6.8,24.0,74.0,8.0,Summer,2,5,3,0,0,1,0,1,0,0,0,0,0,0,FMD,High,1
Cow,105,Female,34,1,0,1,1,221,Supportive Care,15.7242,74.5507,3.4,12.7,24.6,79.8,40.8,Monsoon,1,2,4,0,1,0,0,1,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,16,Female,5,1,1,0,1,223,Dewormed,26.2246,74.6734,28.7,13.0,29.8,73.0,13.7,Post-Monsoon,3,6,3,0,1,0,0,0,1,0,1,0,0,0,Lumpy_Skin_Disease,High,1
Cow,104,Female,2,1,0,1,1,121,Dewormed,27.7834,75.8992,34.2,10.8,31.3,82.7,78.0,Monsoon,2,6,1,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,90,Female,6,0,1,0,1,60,Dewormed,18.4813,78.1868,5.0,11.2,27.1,67.9,15.4,Post-Monsoon,0,3,2,1,1,0,0,1,1,0,0,0,0,0,Black_Quarter,High,1
Buffalo,32,Female,1,1,1,0,1,273,Untreated,22.5311,83.668,28.7,9.5,34.7,73.4,24.2,Post-Monsoon,1,3,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,41,Female,2,1,1,1,0,289,Untreated,22.0906,74.601,34.7,11.9,32.7,63.6,32.2,Monsoon,1,4,1,1,1,0,0,1,0,0,0,0,0,1,Black_Quarter,High,1
Buffalo,66,Female,25,0,0,0,1,234,Untreated,25.8729,84.6933,48.8,1.1,34.5,64.2,35.7,Post-Monsoon,3,6,1,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,109,Female,9,1,0,1,1,341,Dewormed,16.6283,80.8661,2.5,9.0,32.2,81.3,62.1,Monsoon,4,5,2,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,33,Female,28,1,0,1,1,241,Dewormed,17.6371,84.9798,27.3,4.3,27.6,72.2,14.1,Monsoon,6,1,3,0,1,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Buffalo,38,Female,12,1,0,1,1,290,Dewormed,17.8305,80.4547,2.9,7.3,26.9,86.6,50.8,Monsoon,0,6,1,2,1,1,0,0,0,0,1,1,0,1,Hemorrhagic_Septicemia,Critical,1
Buffalo,31,Male,15,1,1,1,1,85,Dewormed,17.9001,79.548,34.4,2.9,23.1,73.4,28.9,Winter,2,2,3,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,71,Female,6,0,0,1,1,148,Untreated,17.127,81.3013,33.9,14.7,23.9,46.1,6.8,Monsoon,4,5,4,0,1,1,1,1,0,0,1,0,0,0,FMD,High,1
Buffalo,49,Female,3,1,1,0,1,242,Dewormed,16.3969,73.203,45.5,4.1,21.6,79.6,20.7,Winter,3,3,2,0,1,0,0,1,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,110,Female,10,0,1,0,1,358,Untreated,25.9583,78.3506,35.6,11.0,29.5,75.2,7.5,Post-Monsoon,2,6,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,66,Female,11,0,1,1,1,78,Dewormed,20.2881,82.1483,7.6,0.2,18.2,35.9,13.4,Post-Monsoon,0,6,4,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,65,Female,14,1,1,1,0,320,Untreated,22.6211,78.9084,10.0,7.0,28.4,65.8,24.1,Post-Monsoon,4,6,4,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,20,Female,2,0,1,1,1,170,Antibiotics,25.0987,81.081,30.9,13.4,28.3,98.9,24.4,Post-Monsoon,1,2,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,50,Female,17,1,1,0,0,120,Dewormed,25.9744,74.6716,26.3,0.7,29.8,60.5,26.4,Post-Monsoon,2,4,1,0,0,0,0,0,0,0,1,0,0,0,Black_Quarter,Moderate,0
Buffalo,98,Male,8,1,1,1,0,359,Antibiotics,24.2782,82.8177,70.1,2.0,22.2,71.5,14.3,Winter,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Healthy,Low,0
Cow,67,Female,21,0,0,1,1,198,Untreated,26.372,74.5468,36.1,1.6,26.4,49.9,11.4,Summer,3,1,2,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,87,Female,5,1,0,0,1,151,Dewormed,22.8595,79.3331,28.1,14.7,26.0,84.0,47.2,Monsoon,3,6,3,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,84,Female,9,0,0,1,0,37,Antibiotics,26.7769,74.5196,9.3,7.4,30.5,84.5,42.6,Monsoon,1,3,3,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,48,Female,1,1,0,0,0,364,Antibiotics,20.3365,84.1983,32.1,12.0,33.8,73.6,21.5,Post-Monsoon,2,1,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,25,Female,6,0,1,1,0,363,Supportive Care,20.9798,76.3521,18.8,2.5,25.7,69.3,8.1,Monsoon,1,4,2,0,1,1,0,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,43,Female,10,0,1,0,0,245,Dewormed,16.1754,84.3743,13.3,5.1,19.0,60.0,5.8,Summer,1,6,3,0,1,0,1,1,0,0,0,0,0,0,FMD,High,1
Cow,51,Female,27,0,1,1,1,157,Untreated,19.604,78.0338,19.8,10.0,23.8,81.8,17.8,Winter,1,6,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,53,Male,3,0,0,1,1,361,Supportive Care,25.862,84.5394,38.9,9.4,31.2,72.4,28.6,Monsoon,5,6,2,1,0,0,0,0,0,0,1,0,0,0,Anthrax,Critical,1
Buffalo,22,Male,8,1,0,1,1,147,Supportive Care,21.8153,81.0487,13.8,4.2,25.6,83.8,43.4,Monsoon,4,3,3,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,68,Female,6,0,1,1,1,111,Supportive Care,24.2266,73.0883,26.2,0.7,28.1,81.2,37.3,Post-Monsoon,7,1,2,2,1,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Buffalo,59,Female,17,1,0,1,1,270,Antibiotics,27.8938,76.1933,85.0,6.5,25.1,41.1,12.5,Post-Monsoon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,56,Female,4,1,1,1,1,205,Antibiotics,25.3654,76.233,44.4,2.1,30.7,88.5,18.7,Post-Monsoon,2,5,3,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,95,Female,13,1,1,0,1,120,Antibiotics,27.959,78.1641,38.8,13.6,24.6,34.9,1.1,Summer,0,0,0,0,1,0,1,0,0,0,0,0,0,0,Healthy,Low,0
Cow,10,Female,41,1,0,1,1,247,Dewormed,18.6004,73.7896,35.4,3.6,29.9,70.7,47.4,Post-Monsoon,4,2,2,1,1,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Buffalo,75,Female,1,1,1,1,0,316,Dewormed,16.0402,77.3136,43.0,3.6,28.9,84.7,37.0,Winter,1,5,1,0,1,0,0,0,0,1,0,0,0,0,Mastitis,Moderate,0
Cow,104,Female,22,1,0,0,1,78,Untreated,19.2058,75.2058,29.1,2.4,30.0,81.8,14.6,Monsoon,4,6,1,0,1,1,1,1,1,0,0,0,0,0,FMD,Moderate,0
Cow,14,Female,11,1,1,1,1,277,Dewormed,18.5401,74.41,13.0,13.8,32.4,83.8,11.8,Post-Monsoon,5,6,3,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,67,Female,3,0,0,1,1,273,Dewormed,23.3119,77.056,45.4,8.9,26.7,91.5,22.2,Monsoon,1,3,1,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,62,Female,1,1,1,1,1,89,Untreated,24.6777,74.8238,7.0,5.2,31.6,83.4,73.8,Monsoon,2,6,1,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,78,Male,9,1,1,0,1,147,Antibiotics,22.4258,81.9448,19.3,4.6,27.4,87.6,26.6,Post-Monsoon,6,5,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,99,Female,2,0,1,1,0,143,Antibiotics,16.4722,79.8422,43.2,7.2,32.2,53.9,33.7,Monsoon,3,1,1,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,69,Female,2,0,0,0,1,356,Antibiotics,19.6152,78.7828,25.4,4.8,31.3,65.8,46.6,Monsoon,8,3,1,0,1,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Cow,38,Female,64,0,1,0,1,277,Dewormed,24.2272,78.7867,26.3,14.6,31.2,74.6,6.4,Post-Monsoon,3,6,4,0,1,0,0,0,1,1,0,0,0,0,Lumpy_Skin_Disease,High,1
Cow,52,Female,20,0,0,0,1,270,Untreated,16.3942,79.098,36.9,14.9,30.1,60.3,13.6,Summer,3,5,3,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,28,Female,5,0,1,1,1,175,Supportive Care,16.9422,79.1198,23.3,13.5,20.0,53.0,4.0,Monsoon,5,2,2,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,32,Female,20,0,1,1,0,340,Supportive Care,23.5303,77.5868,14.4,10.9,33.3,88.1,13.9,Post-Monsoon,3,6,3,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Cow,11,Female,15,1,0,1,0,325,Dewormed,27.4277,79.3761,46.0,14.3,20.2,75.9,8.9,Summer,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Healthy,Low,0
Buffalo,47,Female,2,1,1,0,1,288,Untreated,18.1293,75.8794,4.6,13.9,29.1,83.2,15.3,Post-Monsoon,5,1,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,93,Female,5,0,1,0,1,54,Antibiotics,23.2697,78.4506,43.2,13.8,30.0,63.4,20.0,Post-Monsoon,3,1,1,1,0,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,8,Female,5,1,1,1,0,70,Antibiotics,17.378,77.3806,21.9,9.4,31.4,73.2,27.9,Monsoon,1,1,2,0,1,0,0,0,0,0,0,0,0,0,Black_Quarter,Moderate,0
Cow,78,Female,9,0,0,1,0,363,Untreated,27.9501,75.2945,16.0,7.3,32.0,49.1,6.5,Post-Monsoon,5,2,4,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Buffalo,95,Female,1,0,1,1,1,53,Antibiotics,16.6417,84.3493,7.1,11.6,21.1,65.1,11.6,Post-Monsoon,4,4,1,0,1,1,0,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,93,Male,33,0,1,1,1,167,Supportive Care,16.2586,78.7127,49.6,11.6,27.0,78.6,7.6,Summer,2,3,3,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,93,Female,7,1,0,1,1,327,Untreated,24.8841,78.044,47.2,13.5,14.6,80.0,7.5,Summer,3,3,2,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,17,Female,25,1,1,0,1,144,Untreated,15.2918,80.1986,34.9,12.4,30.8,85.4,18.5,Post-Monsoon,1,6,4,0,1,0,0,0,0,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,42,Female,4,0,1,1,0,254,Untreated,26.3751,76.6175,5.2,11.4,17.0,84.4,3.8,Post-Monsoon,2,1,2,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,29,Female,20,1,1,1,1,146,Supportive Care,20.744,82.2483,13.6,0.2,24.1,80.0,8.7,Monsoon,3,3,1,0,0,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,32,Female,13,0,1,1,1,148,Antibiotics,18.4811,78.4594,52.4,10.6,28.5,71.4,9.9,Winter,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,68,Male,15,0,1,1,1,190,Antibiotics,20.2362,80.0657,4.9,6.5,28.3,47.6,10.6,Winter,4,1,3,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,38,Female,13,0,1,1,1,80,Supportive Care,23.9428,83.3675,15.3,3.0,17.2,80.9,7.2,Winter,2,4,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,22,Female,5,0,1,0,0,72,Antibiotics,22.8521,83.456,49.9,9.2,34.4,76.5,18.6,Post-Monsoon,2,4,2,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Cow,110,Female,24,1,0,1,0,264,Supportive Care,27.4518,83.6051,46.7,12.9,31.5,74.2,27.8,Summer,2,6,4,0,1,0,0,1,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,63,Female,3,0,0,1,1,92,Antibiotics,27.4685,84.1731,39.6,10.9,32.5,62.4,1.9,Monsoon,3,5,2,0,1,1,0,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,22,Female,19,0,1,1,1,280,Antibiotics,22.0535,75.7965,28.9,12.3,21.4,77.5,6.1,Monsoon,0,2,3,0,0,1,1,0,0,0,0,0,0,0,FMD,High,1
Cow,39,Female,23,0,1,1,1,241,Untreated,15.6219,83.2021,49.9,13.3,29.1,27.7,2.2,Summer,4,3,4,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,41,Female,4,0,1,1,1,112,Dewormed,20.7256,83.8141,37.7,7.4,27.6,68.4,13.2,Monsoon,4,4,3,0,1,1,1,0,0,0,0,0,0,0,FMD,High,1
Cow,12,Female,23,0,1,0,1,290,Untreated,18.8872,76.7992,33.7,0.6,20.8,31.4,3.9,Monsoon,4,5,4,0,1,0,1,1,0,0,0,0,0,0,FMD,High,1
Cow,118,Female,9,1,1,1,1,61,Supportive Care,23.9639,77.1278,14.2,15.0,16.7,80.0,14.3,Post-Monsoon,3,5,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,92,Female,1,1,0,1,1,360,Supportive Care,25.5318,74.0509,31.9,13.7,25.1,79.7,46.8,Monsoon,2,4,1,0,1,0,1,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,89,Female,5,1,0,0,1,112,Untreated,19.9143,74.2354,36.1,7.6,32.6,76.2,12.6,Post-Monsoon,3,4,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,97,Female,6,0,1,1,1,257,Untreated,19.1386,77.5748,49.5,3.8,31.1,69.5,45.2,Post-Monsoon,3,2,4,2,1,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Cow,58,Female,8,0,1,1,1,91,Antibiotics,20.3449,75.8388,36.6,2.1,13.4,73.4,5.7,Winter,4,6,2,0,1,1,1,1,0,1,0,0,0,0,FMD,Moderate,0
Buffalo,79,Male,19,0,1,1,0,222,Supportive Care,15.2008,78.2288,11.6,5.9,10.0,57.8,6.2,Monsoon,2,4,4,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,62,Female,3,1,1,1,1,314,Antibiotics,20.1321,78.9066,44.1,6.3,25.9,84.8,25.0,Monsoon,1,1,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,83,Female,7,0,1,0,1,319,Dewormed,19.7257,80.6921,45.1,2.5,36.3,73.5,22.8,Post-Monsoon,2,3,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,37,Female,2,1,1,1,0,226,Antibiotics,15.4666,83.9783,17.9,6.2,23.0,79.4,36.3,Winter,0,2,1,0,1,0,0,0,1,1,0,0,0,0,Mastitis,Moderate,0
Cow,76,Female,12,1,1,0,1,69,Untreated,24.0156,73.4765,42.1,6.8,36.7,65.2,21.9,Post-Monsoon,4,3,4,0,1,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Buffalo,107,Female,5,1,0,1,1,148,Antibiotics,16.3098,81.4903,2.0,13.1,24.7,81.2,44.4,Monsoon,1,2,1,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,85,Female,15,1,0,1,1,81,Dewormed,27.3688,77.3376,39.0,11.1,28.3,62.8,29.2,Post-Monsoon,5,4,3,2,1,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Buffalo,32,Female,8,1,1,1,1,45,Antibiotics,24.5043,75.9062,9.0,8.0,25.1,86.0,31.2,Winter,2,3,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,6,Female,4,0,1,1,0,236,Dewormed,18.1408,81.0664,10.2,13.4,22.8,67.6,11.7,Summer,2,5,2,0,1,1,1,1,0,1,0,0,0,0,FMD,Moderate,0
Cow,83,Female,33,1,0,1,0,303,Dewormed,16.9405,75.892,46.8,7.9,40.2,69.3,47.5,Post-Monsoon,3,1,1,1,1,0,0,1,0,0,0,0,0,1,Black_Quarter,High,1
Buffalo,42,Female,12,1,0,1,1,358,Supportive Care,17.1874,79.9798,48.8,11.4,33.2,81.1,46.1,Monsoon,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,42,Female,2,0,1,1,0,259,Untreated,19.2595,75.5221,25.1,7.2,36.8,76.6,35.2,Post-Monsoon,1,1,1,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Cow,74,Female,10,0,1,1,1,38,Antibiotics,15.9219,75.2723,38.7,12.6,18.3,59.8,13.3,Post-Monsoon,2,6,3,0,1,0,1,1,0,0,0,1,0,0,FMD,High,1
Buffalo,35,Female,2,0,1,1,1,318,Antibiotics,23.7428,81.4511,28.2,13.6,21.8,52.6,5.1,Winter,1,5,1,0,0,0,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,70,Female,7,1,0,1,1,301,Dewormed,17.061,82.7523,7.1,3.6,31.3,61.9,25.2,Post-Monsoon,5,4,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,55,Female,10,0,0,1,1,52,Antibiotics,22.5096,77.2938,14.1,12.1,14.0,79.9,2.6,Winter,4,2,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,54,Female,8,1,0,1,1,136,Untreated,24.2658,73.5551,13.7,7.5,22.6,87.5,79.8,Monsoon,2,1,4,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,14,Female,3,1,1,0,1,243,Supportive Care,27.3932,74.2131,15.8,9.2,26.0,84.4,19.7,Post-Monsoon,2,4,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,109,Female,13,0,1,1,0,286,Antibiotics,19.1094,78.0939,15.8,4.3,39.0,71.2,16.2,Monsoon,3,6,3,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,38,Male,11,1,0,0,0,251,Supportive Care,18.7097,84.4704,36.8,10.0,28.5,81.6,20.1,Monsoon,4,4,1,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Buffalo,102,Male,35,1,1,1,0,252,Dewormed,17.5825,76.3685,50.0,4.1,27.3,71.0,19.5,Summer,3,3,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,18,Female,7,1,1,0,1,278,Supportive Care,18.2483,80.683,43.9,6.3,27.9,73.1,32.9,Winter,3,3,3,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,17,Male,2,0,1,0,1,104,Untreated,18.5808,76.1804,58.3,6.8,26.6,77.1,14.8,Summer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,30,Male,6,1,1,1,1,356,Antibiotics,15.4454,75.0444,25.2,8.9,30.6,74.2,17.0,Post-Monsoon,5,4,3,0,1,0,0,0,1,0,0,1,0,0,Lumpy_Skin_Disease,High,1
Buffalo,53,Female,3,0,0,1,1,169,Antibiotics,24.6554,83.1587,3.7,0.6,27.7,85.2,67.4,Monsoon,8,4,2,2,1,1,0,0,0,0,0,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,80,Female,14,0,0,1,1,48,Antibiotics,19.2584,75.5187,24.8,0.4,28.9,86.7,24.8,Monsoon,4,6,4,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,51,Female,24,0,1,0,1,147,Antibiotics,23.1582,77.2766,16.5,0.4,27.4,35.2,6.2,Winter,2,6,3,0,1,1,1,1,0,1,0,0,0,0,FMD,High,1
Buffalo,44,Male,9,0,1,1,1,267,Untreated,20.0889,76.1454,17.5,6.2,26.6,62.9,10.4,Post-Monsoon,3,4,2,0,1,0,0,0,0,0,0,1,0,0,Mastitis,Moderate,0
Buffalo,110,Male,9,0,0,1,1,50,Untreated,24.4069,82.9922,10.4,6.8,28.4,85.2,25.0,Monsoon,4,2,4,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,23,Female,5,0,1,1,1,263,Untreated,15.9762,84.3203,42.9,13.7,27.5,53.6,14.0,Monsoon,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Healthy,Low,0
Buffalo,78,Female,2,0,1,0,1,178,Dewormed,17.9565,75.0559,33.5,9.2,33.6,87.9,26.8,Post-Monsoon,3,6,1,0,1,0,1,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
